Variable,Original,Translation
Food.Scrapperac,"Made by first rinsing a chilled copper mug with red dream mushroom juice, then muddling sugar, water and bitters, before finally adding a mixture of spirits and ice.","Hecho primero enjuagando una taza de cobre fría con jugo de champiñón rojo de ensueño, luego machacando azúcar, agua y amargos, antes de finalmente agregar una mezcla de licores y hielo."
Food.Slackjaw,"A sickeningly pungent cocktail that causes notable but temporary disruption of higher mental functions, for better or for worse.","Un cóctel repugnantemente picante que causa una notable pero temporal alteración de las funciones mentales superiores, para bien o para mal."
Food.Slampipe,Anglerfish eye juice mixed with minihead's blood. Add those to boiling water for a while and you have yourself some serious punch.,Jugo de ojo de rape mezclado con sangre de minicabeza. Añádelos a agua hirviendo durante un rato y tendrás un buen ponche.
cocktail.sleightOfTheNight,Sleight of the Night,Sigilo de la noche
Food.SleightOfTheNight,"Some say this drink is made using purified crawler poison. Either way, one would feel more sneaky under its influence.","Algunos dicen que esta bebida se hace con veneno de rastreador purificado. De cualquier manera, uno se sentiría más sigiloso bajo su influencia."
Food.24,"A pale brew made at Ib's Homestead. Subtle and light, with a drop of sweetness.","Una cerveza pálida hecha en la granja de Ib. Sutil y ligera, con una gota de dulzura."
cocktail.whiteDude,White Dude,Colega blanco
Food.WhiteDude,"Ostensibly created by an unknown Drag 'n' Drop patron who, after becoming tired of waiting for his drink, mixed together rectified alcohol, coffee, cream, and ice.","Aparentemente creado por un patrón desconocido de Drag 'n' Drop que, después de cansarse de esperar su bebida, mezcló alcohol rectificado, café, crema y hielo."
food.bisonMilk,Bison Milk,Leche de bisonte
xpbl_Food.10,A waterskin filled with rich bison milk.,Una bota de cuero llena de rica leche de bisonte.
food.butterySteamedClams,Buttery Steamed Clams,Almejas al vapor con mantequilla
xpbl_Food.6,Steamed clams covered in spices and butter of unknown origin. Looks deliciously slimy.,Almejas al vapor cubiertas de especias y mantequilla de origen desconocido. Parece deliciosamente viscoso.
food.cannedCzernina,Canned Czernina,Czernina enlatada
Food.CannedCzernina,"The label reads: ""Osch jesch mesnavo nyamasoschno u zgloznpava konzerva.""","La etiqueta dice: ""Osch jesch mesnavo nyamasoschno u zgloznpava konzerva""."
Food.Coffee,Made from real coffee beans.,Hecho con granos de café reales.
food.crabSandwich,Crab Sandwich,Sándwich de cangrejo
Food.CrabSandwich,Grilled crab meat with orange mushrooms between two slices of rootbread. ,Carne de cangrejo a la parrilla con champiñones naranjas entre dos rebanadas de pan de raíz.
Food.Kzozel,"A carbonated, dark-colored alcoholic drink. The label depicts a strange horned animal.",Una bebida alcohólica carbonatada de color oscuro. La etiqueta representa un extraño animal con cuernos.
food.kzozelYantar,Kzozel Yantar,Kzozel Yantar
Food.KzozelYantar,"A carbonated, amber-colored alcoholic drink. The label depicts a strange horned animal.",Una bebida alcohólica carbonatada de color ámbar. La etiqueta representa un extraño animal con cuernos.
food.mutieStew,Mutie Stew,Estofado mutie
Food.MutieStew,"Not actually made from muties, but looks unappetizing nonetheless.","En realidad no está hecho de muties, pero no obstante parece poco apetitoso."
food.seaSerpentFillet,Sea Serpent Fillet,Filete de serpiente marina
Food.SeaSerpentFillet,Highly nutritious but pretty sinewy. Has a strong fishy smell.,Muy nutritivo pero bastante fibroso. Tiene un fuerte olor a pescado.
bioluminousSwampHoney|bioluminousswamphoney.item,Bioluminous Marsh Honey,Miel de pantano bioluminiscente
bioluminousSwampHoney|bioluminousswamphoney.item,A glowing pink clay-like nugget drenched in a honey-like substance. Looks weirdly delicious.,Una pepita brillante de color rosa arcilloso empapada en una sustancia similar a la miel. Parece extrañamente delicioso.
coagulationShot,Coagulation Shot,Inyección de coagulación
Items.CoagulationShot,Used to quickly stop heavy bleeding.,Se utiliza para detener rápidamente el sangrado abundante.
med.healingSalve,Healing Salve,Ungüento curativo
xpbl_Meds.2,This appears to be a shell filled with some sort of a balm. Smells nice.,Esto parece ser una concha llena de algún tipo de bálsamo. Huele bien.
Hypercerebrix,A pill that temporary increases your cerebral capabilities with no known side effects.,Una píldora que aumenta temporalmente tus capacidades cerebrales sin efectos secundarios conocidos.
psionicAccelerator,Psionic Accelerator,Acelerador psiónico
Items.PsionicAccelerator,When consumed accelerates short-term psionic regeneration.,"Cuando se consume, acelera la regeneración psiónica a corto plazo."
spiritPotion,Spirit Potion,Poción espiritual
xpbl_Meds.0,Vile purple-red acridly smelling mixture inside a human skull.,Mezcla púrpura-rojiza fétida y de olor acre dentro de un cráneo humano.
thirdEye,Third Eye,Tercer ojo
Meds.35,Stimulates the mind and improves attention to visual detail.,Estimula la mente y mejora la atención al detalle visual.
Items.Twitch,Improves twitch reflexes.,Mejora los reflejos.
med.vitalityPowder,Vitality Powder,Polvo de vitalidad
xpbl_Meds.1,Fine green powder inside a horn.,Polvo verde fino dentro de un cuerno.
med.parafibroticRegenerationCatalyst,Parafibrotic Regeneration Catalyst,Catalizador de regeneración parafibrótica
Components.ParafibroticRegenerationCatalystAmpule,A special ampule of parafibriotic regeneration catalyst to be used with the technomedic exoskeleton's integrated injector.,Una ampolla especial de catalizador de regeneración parafibrótica para ser utilizada con el inyector integrado del exoesqueleto tecnomédico.
blindingPoisonCaltrops,Blinding Poison Caltrops,Abrójos venenosos cegadores
Devices.64,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with blinding poison.,Un abrojo es un arma antipersona compuesta por dos o más clavos o púas afiladas dispuestas de tal manera que una de ellas siempre apunta hacia arriba desde una base estable. Los abrojos se pueden desplegar para herir y ralentizar a los enemigos. Estos abrojos también han sido recubiertos con veneno cegador.
nightVisionSpyingEndoscope,Night Vision Spying Endoscope,Endoscopio espía de visión nocturna
Devices.47,A rare spying device. It can be used to spy under most standard doors. It comes equipped with a night vision module.,Un dispositivo de espionaje raro. Se puede usar para espiar debajo de la mayoría de las puertas estándar. Viene equipado con un módulo de visión nocturna.
psiBeetleBrainInJar,Psi Beetle Brain in a Jar,Cerebro de escarabajo psi en un tarro
Items.PsiBeetleBrainInAJar,A psi beetle brain suspended in liquid and connected to some sort of electronic device.,Un cerebro de escarabajo psi suspendido en líquido y conectado a algún tipo de dispositivo electrónico.
spyingEndoscope,Spying Endoscope,Endoscopio espía
Devices.46,A rare spying device. It can be used to spy under most standard doors.,Un dispositivo de espionaje raro. Se puede usar para espiar debajo de la mayoría de las puertas estándar.
stoneBolas,Stone Bolas,Boleadoras de piedra
xpbl_Weapons.207,Three heavy stones tied with twisted sinew. A skillful thrower can use them to immobilize their quarry.,Tres piedras pesadas atadas con tendones retorcidos. Un lanzador hábil puede usarlas para inmovilizar a su presa.
Battery.FusionCell,Fusion Cell,Pila de fusión
Devices.31,This primary battery facilitates extremely small scale nuclear fusion in order to produce a single high energy discharge.,Esta batería primaria facilita la fusión nuclear a escala extremadamente pequeña para producir una sola descarga de alta energía.
Battery.GreaterFusionCell,Greater Fusion Cell,Pila de fusión superior
Devices.33,This nuclear fusion battery houses a much bigger core than a regular fusion cell. Typically only used to charge vehicles and large machinery.,Esta batería de fusión nuclear alberga un núcleo mucho más grande que una pila de fusión normal. Normalmente solo se utiliza para cargar vehículos y maquinaria grande.
Battery.PlasmaCell,Plasma Cell,Pila de plasma
Devices.32,This advanced energy cell stores a small amount of superheated gas which can be harvested at any time to produce vast amounts of electrical energy.,Esta celda de energía avanzada almacena una pequeña cantidad de gas sobrecalentado que se puede cosechar en cualquier momento para producir grandes cantidades de energía eléctrica.
Battery.ScLiCell,Supercharged Lithium Cell,Pila de litio sobrecargada
Devices.30,"The pinnacle of lithium energy storage technology. This cell discharges energy many orders of magnitude faster than a conventional lithium-ion battery, but cannot be recharged.","La cúspide de la tecnología de almacenamiento de energía de litio. Esta pila descarga energía muchos órdenes de magnitud más rápido que una batería de iones de litio convencional, pero no se puede recargar."
tntCharge,TNT Charge,Carga de TNT
Explosives.10,Timer triggered TNT charges are often used to clear up passages and bust open sealed doors of abandoned (or not so abandoned) stations to make way for scavengers.,Las cargas de TNT activadas por temporizador se utilizan a menudo para despejar pasajes y abrir a la fuerza puertas selladas de estaciones abandonadas (o no tan abandonadas) para dar paso a los carroñeros.
capacitativeSheet,Contact-Activated Capacitative Sheet,Lámina capacitativa activada por contacto
ContactActiveCapacitativeSheet,"A handmade thin layer of contact reactive capacitors. Upon touch, the batteries discharge all of their stored energy on to the surface.","Una fina capa hecha a mano de condensadores reactivos al contacto. Al tocarla, las baterías descargan toda su energía almacenada sobre la superficie."
firecrackerCap,Firecracker Cap,Cápsula de petardo
FirecrackerCap,A medium-sized explosive charge that can easily be activated on impact. Its shape allows it to be fitted on sledgehammer heads and other larger blunt weapons.,Una carga explosiva de tamaño mediano que se puede activar fácilmente al impacto. Su forma permite montarla en cabezas de mazos y otras armas contundentes más grandes.
protectorateFirearmOmnilube,Protectorate Firearm Omnilube,Omnilubricante de armas de fuego de la Protectorado
Devices.19,This is widely recognized as one of the best firearm lubricants and will significantly improve your weapon's performance. Highly toxic - do not ingest.,Este es ampliamente reconocido como uno de los mejores lubricantes para armas de fuego y mejorará significativamente el rendimiento de tu arma. Altamente tóxico - no ingerir.
sharpeningStone,Sharpening Stone,Piedra de afilar
SharpeningStone,A good quality industrially produced 3000 grit sharpening stone.,Una piedra de afilar de grano 3000 de buena calidad producida industrialmente.
herbicideGasGrenade,Pesticide Gas Grenade,Granada de gas pesticida
Explosives.133,When thrown it slowly releases a gas which is composed of a strong weed-killing herbicide and an even stronger insecticide. Does not leave any toxic residual matter.,"Cuando se lanza, libera lentamente un gas compuesto por un fuerte herbicida para matar malas hierbas y un insecticida aún más fuerte. No deja materia residual tóxica."
plasmaGrande1,Plasma Grenade,Granada de plasma
Explosives.43,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.","Esta granada descarga una poderosa explosión de plasma al impacto, causando graves daños a los objetivos cercanos."
plasmaGrande2,Plasma Grenade Mk II,Granada de plasma Mk II
Explosives.44,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.","Esta granada descarga una poderosa explosión de plasma al impacto, causando graves daños a los objetivos cercanos."
plasmaGrande3,Plasma Grenade Mk III,Granada de plasma Mk III
Explosives.45,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.","Esta granada descarga una poderosa explosión de plasma al impacto, causando graves daños a los objetivos cercanos."
stingballGrenade,Stingball Grenade,Granada de aguijonazos
Explosives.1,A special type of fragmentation grenade filled with hard rubber balls designed to temporarily incapacitate targets by delivering a series of sharp painful stings. Can still be lethal in some cases.,Un tipo especial de granada de fragmentación rellena de bolas de goma dura diseñada para incapacitar temporalmente a los objetivos mediante la entrega de una serie de aguijonazos dolorosos y agudos. Todavía puede ser letal en algunos casos.
biologicalWatch,Biological Watch,Reloj biológico
Plot.229,"A peculiar ""living"" watch made of - or perhaps grown into - hard mineralized tissue protecting a soft organ with a transparent membrane. There are loose particles suspended in the fluid within, and with each of the organ's heart-like contractions they unite and take shape of the hour and minute hands, before drifting away from each other again.","Un peculiar reloj ""viviente"" hecho de - o quizás crecido en - tejido mineralizado duro que protege un órgano blando con una membrana transparente. Hay partículas sueltas suspendidas en el fluido interior, y con cada una de las contracciones similares al corazón del órgano, se unen y toman la forma de las manecillas de las horas y los minutos, antes de separarse nuevamente."
luxury.hexagonGem,Hexagon Gem,Gema hexagonal
Plot.HexagonGem,"A brilliant gem similar to the one found on the Synesthete's headband, only hexagonal in shape.","Una gema brillante similar a la que se encuentra en la diadema del Sinesteta, solo que de forma hexagonal."
InterfaceActorName|hexagongem.item,Hexagon Gem,Gema hexagonal
InterfaceActorName|microchipencoder.item,Microchip Implant Encoder,Codificador de implante de microchip
InterfaceActorName|shard.item,The Shard,El Fragmento
InterfaceActorName|therigcommdevice.item,Rig Comm,Equipo de perforación
InterfaceActorName|gunslingersenergypistolinactive.item,The Stunner,El Aturdidor
InterfaceActorName|rustmakerknife.item,Rust Maker,Fabricante de óxido
luxury.mushroomWreath,Mushroom Wreath,Guirnalda de champiñones
Plants.13,"A beautiful, intricate wreath made from various mushrooms. Supposed to symbolize prosperity, fertility and life.","Una hermosa e intrincada guirnalda hecha de varios champiñones. Se supone que simboliza la prosperidad, la fertilidad y la vida."
Untwining,Untwine to obtain mushrooms.,Desenrollar para obtener champiñones.
luxury.pentagonGem,Pentagon Gem,Gema pentagonal
Plot.PentagonGem,A brilliant pentagonal gem removed from the Synesthete's headband.,Una brillante gema pentagonal retirada de la diadema del Sinesteta.
xpbl_Components.68,This beautiful natural pearl is quite a find. Perhaps one of the wealthier merchants could be interested in it.,Esta hermosa perla natural es todo un hallazgo. Quizás a uno de los mercaderes más ricos podría interesarle.
ludenlofCoinPouch,Ludenlof Coin pouch,Bolsa de monedas Ludenlof
Plot.LudenlofCoinPouch,"A luxurious coin pouch stamped with the name ""Ludenlof"". Its drawstring is made from a high-quality super steel fiber. As it's partially sown into the pouch, it can only be removed at the expense of ruining the pouch.","Una lujosa bolsa de monedas estampada con el nombre ""Ludenlof"". Su cordón está hecho de una fibra de acero súper de alta calidad. Como está parcialmente cosido a la bolsa, solo se puede quitar a costa de arruinar la bolsa."
Removing drawstring,Remove drawstring. Ruins the pouch.,Retirar el cordón. Arruina la bolsa.
crystalPlaque,Crystal Plaque,Placa de cristal
Plot.231,"An opulent crystal plaque dedicated to Intercorporate Resources Manager Lysander Abanez for being the principal patron of the Pasithee Program. It's still in its original packaging and, by all appearances, it was never delivered.","Una opulenta placa de cristal dedicada al Gerente de Recursos Intercorporativos Lysander Abanez por ser el principal patrocinador del Programa Pasítea. Todavía está en su embalaje original y, por lo que parece, nunca fue entregada."
stoppedHourglass,Stopped Hourglass,Reloj de arena detenido
Plot.230,"A brass hourglass with a stylized ""BI-MED"" logo printed on the base. The bottom bulb is nearly full, yet the small amount of teal-colored particles in the upper one appears to be suspended in place as well as in time.","Un reloj de arena de latón con un logotipo estilizado de ""BI-MED"" impreso en la base. El bulbo inferior está casi lleno, sin embargo, la pequeña cantidad de partículas de color verde azulado en el superior parece estar suspendida en su lugar, así como en el tiempo."
Oddity.AegisIncorporatedBadge|aegisincorporatedbadge.item,Aegis Incorporated Badge,Insignia de Aegis Incorporated
Oddity.AegisIncorporatedBadge|aegisincorporatedbadge.item,"A badge, typically worn on the chest or the cap by the members of Aegis Incorporated.","Una insignia, típicamente usada en el pecho o la gorra por los miembros de Aegis Incorporated."
Oddity.AnchorPendant|anchorpendant.item,Anchor Pendant,Colgante de ancla
Oddity.AnchorPendant|anchorpendant.item,"A metal pendant with a shape of an anchor, featuring a human skull and bones in the middle. Feels way too heavy for its small size.","Un colgante de metal con forma de ancla, con una calavera humana y huesos en el centro. Se siente demasiado pesado para su pequeño tamaño."
Oddity.AtlanteanHealthReport|atlanteanhealthreport.item,Atlantean Health Report,Informe de salud atlante
Oddity.AtlanteanHealthReport|atlanteanhealthreport.item,"A detailed health report on the Subislander population transferred from Atlantis to Lemuria. It clearly promotes their suitability for life in compact, isolated environments like Abyssal Station Zero.",Un informe de salud detallado sobre la población de Subisleños trasladada de Atlantis a Lemuria. Promociona claramente su idoneidad para la vida en entornos compactos y aislados como la Estación Abisal Cero.
Oddity.BoatInBottle|boatinbottle.item,Boat in Bottle,Barco en botella
Oddity.BoatInBottle|boatinbottle.item,"Was the boat built inside it, or was the bottle fashioned around it?",¿Se construyó el barco dentro o se moldeó la botella a su alrededor?
Oddity.BoneDice|bonedice.item,Knucklebone Dice,Dados de hueso de nudillo
Oddity.BoneDice|bonedice.item,"Set of dice made from, what seem to be, cut and sharpened human hand bones.",Juego de dados hechos de lo que parecen ser huesos de mano humanos cortados y afilados.
Oddity.BrokenGrabberModule|brokengrabbermodule.item,Broken Grabber Module,Módulo de agarre roto
Oddity.BrokenGrabberModule|brokengrabbermodule.item,"An industrial exoskeleton module, intended for heavy lifting. It shows the usual signs of wear and tear, but oddly enough it doesn't appear to have seen that much use before it buckled and broke off at the base, right where the module connects to the exoskeleton. Rather useless now.","Un módulo de exoesqueleto industrial, destinado a levantar objetos pesados. Muestra los signos habituales de desgaste, pero curiosamente no parece haber sido usado mucho antes de que se doblara y se rompiera en la base, justo donde el módulo se conecta al exoesqueleto. Más bien inútil ahora."
Oddity.BrokenHighTechWatch|brokenhightechwatch.item,Broken High-tech Watch,Reloj de alta tecnología roto
Oddity.BrokenHighTechWatch|brokenhightechwatch.item,It's either not intended for human use or it's been hit with one EMP too many because the display just cycles through seemingly random gibberish.,O no está destinado al uso humano o ha sido golpeado con un PEM de más porque la pantalla simplemente recorre galimatías aparentemente aleatorios.
Oddity.BrokenMotionPictureFrame|brokenmotionpictureframe.item,Broken Motion Picture Frame,Marco de película roto
Oddity.BrokenMotionPictureFrame|brokenmotionpictureframe.item,"A small, hand-sized animated picture frame. It is heavily damaged, with one side being completely dark and the other notably distorted and its animation frozen, all of which gives the people still depicted an unnerving appearance as they stare at the missing half.","Un pequeño marco de imagen animada del tamaño de la mano. Está muy dañado, con un lado completamente oscuro y el otro notablemente distorsionado y su animación congelada, todo lo cual da a las personas aún representadas una apariencia inquietante mientras miran a la mitad faltante."
Oddity.BrokenProstheticLeg|brokenprostheticleg.item,Broken Prosthetic Leg,Pierna protésica rota
Oddity.BrokenProstheticLeg|brokenprostheticleg.item,"Some manner of primitive prosthetic device. It appears to be broken, though.","Algún tipo de dispositivo protésico primitivo. Sin embargo, parece estar roto."
Oddity.CapacitiveDeionizator|capacitivedeionizator.item,Capacitive Deionizator,Desionizador capacitivo
Oddity.CapacitiveDeionizator|capacitivedeionizator.item,"It was once used to purify and desalinate water, it seems, but it no longer works.","Una vez se usó para purificar y desalinizar agua, parece, pero ya no funciona."
Oddity.ChewedUpPillBottle|cheweduppillbottle.item,Chewed-up Pill Bottle,Frasco de pastillas mordisqueado
Oddity.ChewedUpPillBottle|cheweduppillbottle.item,"An empty bottle of septohydroxydiminostatin, a potent antidepressant. Someone was in a hurry to get those pills.","Un frasco vacío de septohidroxidiminostatina, un antidepresivo potente. Alguien tenía prisa por tomar esas pastillas."
Oddity.ChildsDrawing|childsdrawing.item,Child's Drawing,Dibujo de niño
Oddity.ChildsDrawing|childsdrawing.item,"It's a piece of e-paper containing a shaky drawing of Lemuria. Buildings, people, Servants, horned animals, crimson meadows - it's all there underneath a towering blue light.","Es un trozo de papel electrónico que contiene un dibujo tembloroso de Lemuria. Edificios, personas, Sirvientes, animales con cuernos, praderas carmesí: todo está ahí debajo de una imponente luz azul."
Oddity.ClawedUpCanOpener|clawedupcanopener.item,Clawed-up Can Opener,Abridor de latas arañado
Oddity.ClawedUpCanOpener|clawedupcanopener.item,There are claw marks on the handle.,Hay marcas de garras en el mango.
Oddity.CoiledAntenna|coiledantenna.item,Coiled Antenna,Antena enrollada
Oddity.CoiledAntenna|coiledantenna.item,You wonder if this is some sort of adaptation that enables the psi crab to better conduct the electricity.,Te preguntas si esta es algún tipo de adaptación que permite al cangrejo psi conducir mejor la electricidad.
Oddity.ConeSnailPen|conesnailpen.item,Cone Snail Pen,Bolígrafo de cono caracol
Oddity.ConeSnailPen|conesnailpen.item,A pen made in the shape of a cone snail.,Un bolígrafo hecho con forma de cono caracol.
Oddity.ContingencyPlanZ|contingencyplanz.item,Contingency Plan Z,Plan de contingencia Z
Oddity.ContingencyPlanZ|contingencyplanz.item,"We'll never know what the plan was, as most of the e-paper is completely ruined.","Nunca sabremos cuál era el plan, ya que la mayor parte del papel electrónico está completamente arruinada."
Oddity.Cutura,"The calligraphic inscription reads: ""Chto da gu ne otme, brklzno prgdenetno! Ochino, Ochino, da gi preklznaj zvzenetno! Pij - ne staj. Pij - uschiklaj!""","La inscripción caligráfica dice: ""Chto da gu ne otme, brklzno prgdenetno! Ochino, Ochino, da gi preklznaj zvzenetno! Pij - ne staj. Pij - uschiklaj!"""
Oddity.DeepSeaWaterGlobe|deepseawaterglobe.item,Deep Sea Water Globe,Globo de agua de mar profundo
Oddity.DeepSeaWaterGlobe|deepseawaterglobe.item,"If you look carefully, you can see some sort of underwater base on the bottom.","Si miras con atención, puedes ver algún tipo de base submarina en el fondo."
Oddity.DefectiveStrongmanArm|defectivestrongmanarm.item,Defective Strongman Arm,Brazo de forzudo defectuoso
Oddity.DefectiveStrongmanArm|defectivestrongmanarm.item,It's giving you the finger.,Te está haciendo el gesto obsceno.
Oddity.Diopside,A dull green pyroxene mineral crystal.,Un cristal mineral de piroxeno de color verde apagado.
Oddity.Dreamcatcher,The web captures your good dreams and the hanging fangs inject you with the bad ones.,La telaraña captura tus sueños agradables y los colmillos colgantes te inyectan los malos.
Oddity.EmployeeAwardsCollection|employeeawardscollection.item,Employee Awards Collection,Colección de Premios al Empleado
Oddity.EmployeeAwardsCollection|employeeawardscollection.item,A collection of well-preserved medals issued by Biocorp to a single employee by the name of Declan Pip. These awards are:<br><br>- Numerous employee of the year awards<br><br>- Several employee of the decade awards<br><br>- Several length of service awards<br><br>- Resourceful employee award<br><br>- Superb attendance award<br><br>- Beyond the call of duty award<br><br>- Supersteel heart award,Una colección de medallas bien conservadas otorgadas por Biocorp a un único empleado de nombre Declan Pip. Estos premios son:<br><br>- Numerosos premios al empleado del año<br><br>- Varios premios al empleado de la década<br><br>- Varios premios por antigüedad en el servicio<br><br>- Premio al empleado ingenioso<br><br>- Premio a la asistencia impecable<br><br>- Premio al valor extraordinario<br><br>- Premio al corazón de superacero
Oddity.EntangledGreenInsect|entangledgreeninsect.item,Entangled Green Insect,Insecto Verde Enredado
Oddity.EntangledGreenInsect|entangledgreeninsect.item,A small insect entangled in spider web. It's very green.,Un pequeño insecto enredado en una telaraña. Es muy verde.
Oddity.ExpiredCaffeinatedChocolateBar|expiredcaffeinatedchocolatebar.item,Expired Caffeinated Chocolate Bar,Barrita de Chocolate con Cafeína Caducada
Oddity.ExpiredCaffeinatedChocolateBar|expiredcaffeinatedchocolatebar.item,"Maybe it's still good. One bite won't kill you, right...?","Quizás aún esté buena. Un bocado no te matará, ¿verdad...?"
Oddity.FlickeringLocustAbdomen|flickeringlocustabdomen.item,Flickering Locust Abdomen,Abdomen de Langosta Parpadeante
Oddity.FlickeringLocustAbdomen|flickeringlocustabdomen.item,This locust had a malfunctioning backside.,Esta langosta tenía un trasero defectuoso.
Oddity.ForkedRock|forkedrock.item,Forked Rock,Roca Bifurcada
Oddity.ForkedRock|forkedrock.item,A rock sharpened into the shape of a fork.,Una roca afilada con forma de tenedor.
Oddity.FoulMouthWash|foulmouthwash.item,Foul Mouth Wash,Enjuague Bucal Fétido
Oddity.FoulMouthWash|foulmouthwash.item,There's only a couple of creatures in this world that could use this to actually improve their breath.,Solo hay un par de criaturas en este mundo a las que esto les vendría bien para mejorar su aliento.
Oddity.FrowningMushroom|frowningmushroom.item,Frowning Mushroom,Champiñón Fruncido
Oddity.FrowningMushroom|frowningmushroom.item,It is not pleased!,¡No está contento!
Oddity.GardenOfEvanCreationKitManual|gardenofevancreationkitmanual.item,Garden of Evan Creation Kit Manual,Manual del Kit de Creación del Jardín de Evan
Oddity.GardenOfEvanCreationKitManual|gardenofevancreationkitmanual.item,Guide to Dr. Evan's ultimate gardening kit. Anyone can create more aesthetically pleasing living environment with a couple of glowing flowers and some vibrant mushrooms.,Guía del kit de jardinería definitivo del Dr. Evan. Cualquiera puede crear un entorno de vida más agradable estéticamente con un par de flores brillantes y algunos champiñones vibrantes.
Oddity.GlassFloat|glassfloat.item,Glass Float,Flotador de Cristal
Oddity.GlassFloat|glassfloat.item,A small sphere of colored glass tied with rope.,Una pequeña esfera de cristal de color atada con una cuerda.
Oddity.GlowyLarva|glowylarva.item,Glowy Larva,Larva Brillante
Oddity.GlowyLarva|glowylarva.item,It must have eaten too much marsh honey.,Debe haber comido demasiada miel de pantano.
Oddity.GreyWhiskers|greywhiskers.item,Grey Whiskers,Bigotes Grises
Oddity.GreyWhiskers|greywhiskers.item,This crab was an elderly gentleman.,Este cangrejo era un anciano caballero.
Oddity.HeartbreakerMustachio|heartbreakermustachio.item,Heartbreaker Mustachio,Mostacho Rompecorazones
Oddity.HeartbreakerMustachio|heartbreakermustachio.item,It's for the ladies.,Es para las damas.
Oddity.HollowBisonHorn|hollowbisonhorn.item,Hollow Bison Horn,Cuerno Hueco de Bisonte
Oddity.HollowBisonHorn|hollowbisonhorn.item,It could be used as either an instrument or a drinking horn.,Podría usarse como instrumento o como cuerno para beber.
Oddity.HolographicFireProjector|holographicfireprojector.item,Holographic Fire Projector,Proyector Holográfico de Fuego
Oddity.HolographicFireProjector|holographicfireprojector.item,"When connected to a power source, projects an animated ball of blue flame.","Cuando se conecta a una fuente de energía, proyecta una bola animada de llama azul."
Oddity.Ikebana,A beautiful arrangement of flowers and mushrooms.,Un hermoso arreglo de flores y champiñones.
Oddity.LargeJarOfSalt|largejarofsalt.item,Large Jar of Salt,Tarro Grande de Sal
Oddity.LargeJarOfSalt|largejarofsalt.item,Looks like salt but smells funny. The jar is marked with a circle with a single horizontal line in the middle. You probably shouldn't use this for cooking.,"Parece sal, pero huele raro. El tarro está marcado con un círculo con una sola línea horizontal en el medio. Probablemente no deberías utilizar esto para cocinar."
Oddity.LargeSnakemanScale|largesnakemanscale.item,Large Snakeman Scale,Escama Grande de Hombre Serpiente
Oddity.LargeSnakemanScale|largesnakemanscale.item,A large scale from a mutated native of the Black Sea.,Una escama grande de un nativo mutado del Mar Negro.
Oddity.LemCoCargoManifest|lemcocargomanifest.item,LEMCO Cargo Manifest,Manifiesto de Carga de LEMCO
Oddity.LemCoCargoManifest|lemcocargomanifest.item,This transport was carrying a whole bunch of Servant parts.,Este transporte llevaba un montón de piezas de Sirviente.
Oddity.LemurianIntelligencerArticle|lemurianintelligencerarticle.item,Lemurian Intelligencer Article,Artículo del Intelectual Lemuriano
Oddity.LemurianIntelligencerArticle|lemurianintelligencerarticle.item,"A scientific article from a magazine called Lemurian Intelligencer. The electronic paper its written on is badly damaged, making most of the text illegible.","Un artículo científico de una revista llamada Intelectual Lemuriano. El papel electrónico en el que está escrito está muy dañado, lo que hace que la mayor parte del texto sea ilegible."
Oddity.LemurianNotesheet|lemuriannotesheet.item,Lemurian Note Sheet,Hoja de Notas Lemuriana
Oddity.LemurianNotesheet|lemuriannotesheet.item,Note sheet for the infamous 3rd movement of Reiluch's Infinite Descent.,Hoja de notas para el infame 3er movimiento del Descenso Infinito de Reiluch.
Oddity.LemurianOfficerChevrons|lemurianofficerchevrons.item,Lemurian Officer Chevrons,Galones de Oficial Lemuriano
Oddity.LemurianOfficerChevrons|lemurianofficerchevrons.item,The eye-catching insignia of the Lemurian security captains.,La insignia llamativa de los capitanes de seguridad lemurianos.
Oddity.LemurianPhilharmonyPamphlet|lemurianphilharmonypamphlet.item,Lemurian Philharmonic Pamphlet,Folleto de la Filarmónica Lemuriana
Oddity.LemurianPhilharmonyPamphlet|lemurianphilharmonypamphlet.item,"Among other things, they were scheduled to perform 1st and 2nd movement of Reiluch's Infinite Descent.","Entre otras cosas, tenían programado interpretar el 1er y 2º movimiento del Descenso Infinito de Reiluch."
Oddity.LiquidCrystalSlime|liquidcrystalslime.item,Liquid Crystal Slime,Baba de Cristal Líquido
Oddity.LiquidCrystalSlime|liquidcrystalslime.item,"When motionless the liquid is viscous and sticks to the walls of the container, its sparkling reflections richly-colored. But when shaken the liquid breaks up and turns into matte, dry lumps. It remains so for a few moments, then it resettles and reliquefies.","Cuando está inmóvil, el líquido es viscoso y se pega a las paredes del recipiente, sus reflejos brillantes son de colores intensos. Pero cuando se agita, el líquido se rompe y se convierte en grumos secos y mates. Permanece así durante unos instantes, luego se reasienta y se vuelve a licuar."
Oddity.MalfunctioningEmpathyUnit|malfunctioningempathyunit.item,Malfunctioning Empathy Unit,Unidad de Empatía Defectuosa
