Variable,Original,Translation
bullettrancemaxstacks,Increases the number of stacks by one for each specialization point.,
trickytrajectorydamagebonus,Increases damage bonus by {0}% for each specialization point.,
trickytrajectoryevasionignore,Increases amount of ignored evasion by {0}% for each specialization point.,
demolitionmandamagebonus,Increases damage bonus by {0}% for each specialization point.,
demolitionmanduration,Increases duration by {0} turn for each specialization point.,
demolitionmanmaxstacks,Increases the number of stacks by one for each specialization point.,
gunnershighduration,Increases duration by one turn for each specialization point.,
gunnershighthreshold,Raises the health threshold for by {0}% for each specialization point.,
gunnershighmaxstacks,Increases the maximum number of stacks by one for each specialization point.,
shellshockduration,Increases the duration by one turn for each specialization point.,
shellshockmaxstacks,Increases the maximum number of stacks by one for each specialization point.,
shellshockskillreduction,Increases skill reduction by {0} per stack for each specialization point.,
sapdamage,Further increases the bonus damage by {0}% for each specialization point.,
sapcooldown,Reduces cooldown by {0} for each specialization point.,
sapduration,Increases maximum duration of the incapacitation by {0} for each specialization point.,
charging,Movement points increased by {0}. This character will deal {1}% bonus damage if their charge attack lands.,
chargingwithstun,Movement points increased by {0}. This character will deal {1}% bonus damage and stun the target if their charge attack lands.,
frozen,"Frozen solid. Cannot perform any action, but any direct damage will cancel the effect.",
chilled,Movement points reduced by {0}.,
chilled-slowimmune,This character is immune to slow.,
chilled-rt,Movement speed decreased by {0}%,
acidicentanglement,Character is caught in a sticky acidic blob which prevents them from moving and deals {0} acid damage every turn.,
corrosiveacidicentanglement,Character is caught in a sticky acidic blob which prevents them from moving and deals {0} acid damage every turn and applies {1} stacks of corrosion.,
rustingacidicentanglement,Character is caught in a sticky acidic blob which prevents them from moving and deals {0} acid damage every turn and applies {1} stacks of rusting.,
stealthmode,"The character is currently in stealth mode which allows them to hide from others, but reduces their movement speed by {0}%.\n\nWhile in combat their movement points are reduced to {1} and they can receive no extra movement points from any source.",
shadowtricks,{1}% displacement.,
psiboost,Restores {0} psi each turn.,
psiboost-old,Psi regeneration increased by {0}% plus {1}.,
adrenaline,"Action points increased by {0}, dodge and evasion by {1}%, and strength by {2}.",
adrenaline-old,"Movement speed increased by {0}%, time between attacks decreased by {1}%, and dodge and evasion increased by {2}%.",
vitalitysurge,"Action points increased by {0}, dodge and evasion by {1}%, and strength by {2}.",
vitalitydrain,Loses {0} health per turn.,
fatigue,Action points decreased by {0}.,
fatigue-old,Movement speed decreased by {0}% and time between attacks increased by {1}%.,
psionicwithdrawal,"Drains {0} psi every turn. Intelligence, Will and Perception are decreased by {1}.",
psionicwithdrawal-old,"All bonuses to psi regeneration are nullified and psi regeneration is decreased by {0}%. Intelligence, Wisdom and Will are decreased by {1}.",
stunned,Cannot move or perform any actions.,
incapacitated,"Cannot move or perform any actions, but any damage taken will remove the effect.",
cerebraltrauma-old,Intelligence decreased by {0} and psi regeneration rate decreased by {1}%.,
cerebraltrauma-oldaswell,Intelligence decreased by {0}.,
cerebraltrauma,All psi point gains reduced by {0}%.,
mentalsubversion,Resolve reduced by {0}%.,
kneewound1,The character suffers {0} bleeding damage every turn and gains no movement points.,
kneewound2,This character gains no movement points.,
kneewound1-slowimmune,The character suffers {0} bleeding damage every turn.,
kneewound2-slowimmune,This character is immune to slow.,
kneewound1-old,The character suffers {0} bleeding damage every second and movement speed is reduced by {1}%.,
kneewound2-old,Movement speed reduced by {0}%.,
hypothermia,Constitution decreased by {0}.,
netentanglement,Cannot move.,
stonebolasentanglement,Cannot move.,
webbed,Cannot move.,
thermodynamicity_heat-old,Cost of the next heat based psi ability reduced by {0}%.,
thermodynamicity_cold-old,Cost of the next cold based psi ability reduced by {0}%.,
thermodynamicity_heat,Action point cost of the next heat based psi ability reduced by {0}%.,
thermodynamicity_cold,Action point cost of the next cold based psi ability reduced by {0}%.,
packhunting-old,This creature is a pack hunter. Its damage is increased against targets that are surrounded by more of its pack. Damage against the current target is increased by {0}%.,
packhunting,This creature is a pack hunter. Its damage and attack skill are increased against targets that are surrounded by more of its pack. Damage against the current target is increased by {0}% and attack skill is increased by {1}.,
bleedingwound,Bleeding for {0} damage every turn.,
contaminatedwound,Suffers {0} bio damage every turn.,
fear,Overwhelming fear prevents this character from acting rationally.,
rage,This character is raging and may attack anyone.,
aphobia,Short term immunity to all fear effects.,
secondwind,Short term immunity to stun effects.,
safemode,Short term immunity to all disabling effects.,
burning,This character is burning for {0} damage each turn.,
burningwithfear,"This character is burning for {0} damage each turn, while running around in panic.",
poison,"This character is afflicted by {0}, suffering {1} bio damage every turn.",
spiritpoison|statuseffects.k,"This character is afflicted by spirit poison, suffering {0} bio damage every turn and having its resolve reduced by {1}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's human.",
spiritpoison|throwingknives.k,If target takes damage it is also afflicted with spirit poison that deals {0} damage per turn each turn for {1} and reduces resolve by {2}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's humanoid.,
shortcircuited,This machine is temporarily disabled and cannot perform any functions.,
personalcloaking|statuseffects.k,Stealth increased by {0} and evasion increased by {1}.,
personalcloaking|utilities.k,"While turned on, this device increases the user's stealth by {0} and evasion by {1}. Turning on the device costs {2} energy and it consumes additional {3} energy every {4} seconds.",
nightvision|statuseffects.k,You can see in the dark.,
nightvision|utilities.k,Allows you to see in the dark. Turning on the device costs {0} energy and it consumes additional {1} energy every {2} seconds.,
psionicsynergy,Proximity of other psionically active Azuridae beetles increases this creature's psi skill levels by {0} and also allows it to invoke more powerful psi abilities.,
food_rathoundbarbeque,Strength increased by 1.,
food_burrowerburger,Constitution increased by 1.,
food_cavehoppersteak,Agility increased by 1.,
food_eelsandwich,Dexterity increased by 1.,
food_mushroombrew,Strength increased by 1 and all mechanical damage taken reduced by 10%. Perception and dexterity reduced by 2. All psionic skills reduced by 20 and psi regeneration reduced by 30.,
food_coffee,"Movement points increased by 5 and psi cost of all psi abilities reduced by 10%, but psi regeneration also reduced by 3.",
food_baconcheesesandwich,Maximum health increased by 20.,
food_cannedfish,Cold damage taken reduced by 15%.,
food_cannedmeat,Mechanical damage taken reduced by 5%.,
food_cannedmushrooms,Bio damage taken reduced by 15%.,
food_cannedstew,Heat damage taken reduced by 8%.,
food_cookedburroweregg,Poison damage taken reduced by 35%.,
food_corechips,Weapon critical hit chance increased by 2%.,
food_hardcorechips,"Weapon critical hit chance increased by 5%, but chance to get critically hit by weapons increased by 2%.",
food_friedsiphonertongue,Healing effectiveness increased by 15%.,
food_mushroomsalad,Perception increased by 1.,
food_pentapusbarbecue,Carry capacity increased by 25.,
food_pickledmindshrooms,Psionic critical damage bonus increased by 40%.,
food_psibeetlebrainsoup,Psi ability psi cost decreased by 15%.,
food_rootsoda,Initiative increased by 5.,
food_stuffedbat,Detection increased by 15%.,
food_underpie,All skills increased by 3.,
food_cannedczernina,Heat damage taken reduced by 15%.,
food_crabsandwich,Global mechanical threshold increased by 15%.,
food_kzozel,Dodge increased by 50 and all mechanical damage taken reduced by 10%. Perception reduced by 2. All psionic skills reduced by 20 and psi regeneration reduced by 30.,
food_kzozelyantar,Dodge increased by 70 and all mechanical damage taken reduced by 15%. Perception reduced by 3. All psionic skills reduced by 40 and psi regeneration reduced by 30.,
food_mutiestew,"Acid damage taken reduced by 35%, but health reduced by 20 and healing effectiveness decreased by 35%.",
food_seaserpentfillet,Poison damage taken reduced by 20% and evasion increased by 30.,
food_butterysteamedclams,Maximum health points increased by 40.,
food_bisonmilk,Strength increased by 1 and critical damage bonus of melee weapons and unarmed attacks increased by 25%.,
food_mysterycandy,"Critical chance with weapon, unarmed, and psi attacks increased by 5%, but will reduced by 1 and resolve reduced by 100.",
food_iceofspades,Metathermics increased by 20 but movement points reduced by 10.,
food_allin,"All base abilities increased by 3. Chance to get critically hit with weapons, unarmed attacks and psi abilities increased by 100% (additively).",
food_boolean,All base abilities decreased by 3. All psionic skills reduced by 20 and psi regeneration reduced by 30.,
food_stalagdrop,Strength increased by 1 and all mechanical damage taken reduced by 10%. Perception and dexterity reduced by 1. All psionic skills reduced by 10 and psi regeneration reduced by 15.,
food_cavetear,Strength increased by 2 and all mechanical damage taken reduced by 20%. Perception and dexterity reduced by 3. All psionic skills reduced by 30 and psi regeneration reduced by 40.,
food_cleandeal,"Thought control increased by 20, but perception reduced by 1 and resolve reduced by 30.",
food_sleightofthenight,Pickpocketing increased by 15.,
food_slampipe,"Strength increased by 1 and character does 15% bonus damage with blunt melee weapons, fist weapons and unarmed attacks. Agility reduced by 1.",
food_outwork,Carry capacity increased by 30.,
food_jetdrag,"Stability on jet skis increased by 10%, but action points reduced by 5.",
food_laylow,Evasion increased by 15% and stealth increased by 20. Also all bio damage received reduced by 10%.,
food_mindshroommartini,Maximum psi points increased by 10.,
food_whitedude,"Agility increased by 3, persuasion increased by 15, but dexterity and perception reduced by 2 and psi point regeneration reduced by 30.",
food_slackjaw,"Strength and constitution increased by 1 and intimidation increased by 15, but intelligence reduced by 3 and will reduced by 1.",
food_absence,"Detection increased by 23.3%, chance to get crit with weapons, unarmed attacks and psi abilities reduced by 16.6%. To balance the transcendental scales this character has 16.6% increased critical chance with psi abilities and 33.3% increased psi cost. They can also fInAl1y PerC3ive the rE4lity as It TRUEly isŝş...",
food_bloodyoligarch,"Health increased by 30, but reslove reduced by the same amount. Its disgusting taste will linger in your mouth for hours.",
food_scrapperac,"This character does 15% bonus damage with melee weapons and unarmed attacks and also has a small chance to daze the target, themselves, or both on each such attack.",
food_jonspecial,All skills increased by 5.,
strangefeeling,You feel the darkness clasp around you and an ominous presence in the back of your mind.,
psionicapparition,Immune to all physical attacks.,
offbalance,Dodge and evasion reduced to zero.,
iceremnant,Cold apparition. Immune to all damage.,
intimidated,All offensive skills reduced by {0}.,
creepingdread,"You feel a deep primordial fear creeping in the back of your head. All offensive, defensive and psionic skills reduced by {0}%.",
sporeinfection,You're getting dizzy. Health reduced by {0}%.,
eyeoftchort,"The eye of Tchort is upon you, nearly paralyzing you with fear. All offensive, defensive and psionic skills reduced by {0}%.",
crippled,Strength decreased by {0}.,
tackled,"Movement points decreased by {0}, action points decreased by {1} and chance to hit with all ranged weapons decreased by {2}%.",
morphinehypo|statuseffects.k,All damage taken reduced by {0}%. After the effect expires the character will take damage equal to {1}% of their missing health.,
morphinehypo|consumables.k,Reduces damage taken from all sources by {0}% for {1}. After the effect expires the character takes damage equal to {2}% of their missing health.,
anticoagulation,"Prolongs all bleeding effects and increases effectiveness of blood draining attacks by {0}%. Also, all healing effects are reduced by {1}%.",
anticoagulationitemeffect_cap,"Applies anticoagulant to a suitable melee weapon that prolongs all bleeding effects and increases effectiveness of blood draining attacks by {0}% for {2}. Also, all healing effects are reduced by {1}%. Stacks {3} times.",
anticoagulationitemeffect_applied,"If the attack penetrates the armor, anticoagulant is applied that prolongs all bleeding effects and increases effectiveness of blood draining attacks by {0}% for {2}. Also, all healing effects are reduced by {1}%. Stacks {3} times.",
brokenrib,The character takes additional {0}% mechanical damage from all sources.,
uncannydodge-old,This character will dodge the next regular or special melee attack.,
uncannyevasion,This character will evade a regular or special ranged weapon attack for each stack of this effect.,
trapped,This character is rooted in place by a trap.,
compass|statuseffects.k,This character can tell which way north is.,
compass|utilities.k,The red needle points to the north.,
infusion_reflexes,Dodge and evasion increased by {0}.,
infusion_strength,Strength increased by {0}.,
infusion_speed,Movement points increased by {0}.,
infusion_focus,All psionic skills increased by {0},
infectedwound,All damage taken increased by {0}%. Healing effectiveness reduced by {1}%.,
exposedweakness,Mechanical damage resistance and threshold reduced by {0}%.,
blastedarmor,Mechanical and heat damage resistance and threshold reduced by {0}%.,
suppressed,"Ranged chance to hit reduced by {0}%, action points reduced by {1} and movement points reduced by {2}.",
tasteforblood2-old,Melee damage increased by {0}% and action point cost for using melee weapons reduced by {1}.,
psionictrance,"Critical damage bonus of psi abilities increased by {0}%, but psi cost increased by {1}% as well.",
painsuppression,All damage taken reduced by {0}%.,
focusboost,"Critical chance with weapons, unarmed combat and psionics increased by {0}%.",
agilityboost,Dodge and evasion increased by {0}%. Movement points increased by {1} while not in stealth.,
herculeanmight,"Strength, dexterity, agility, and constitution increased by {0}.",
herculeanwithdrawal,"You feel ill. Strength, dexterity, agility, and constitution decreased by {0}. Action points reduced by {0}. Movement points reduced by {2} and movement speed reduced by {3}%. Taking {1} damage every turn.",
zombiemutating,This character is undergoing horrific mutations.,
dreadnoughtpiloting,You are piloting a dreadnought.,
jetskipiloting,You are piloting a jet ski.,
dazed,Action points reduced by {0} and movement points reduced by {1}.,
inhibited,Cannot invoke psi abilities or regenerate psi points naturally.,
gunrush,Your next assault rifle or SMG burst attack will cost no action points.,
immobilized,Cannot move.,
charged,Next electrical psionic attack will deal additional {0} electrical damage.,
contaminated,All damage taken increased by {0}%.,
workbenchskillbonus,{0} increased by {1}%.,
blurredvision,Perception reduced by {0} and detection by {1}%.,
regeneration,Regenerates {0} health each turn.,
psiregeneration,Regenerates {0} psi each turn.,
shieldrecharging,Regains {0} shield each turn.,
corroded,All damage resistances and thresholds reduced by {0}%.,
blackdragonpoison|statuseffects.k,Affected by poison which prevents psi ability invocation and psi points regeneration.,
blackdragonpoison|throwingknives.k,"If target takes damage it is also afflicted with black dragon poison which causes psionic inhibition, preventing the victim from invoking psi abilities or regenerating psi points. Lasts {0}.",
secondsight,Perception increased by {0} and the character is granted the gift of second sight.,
hemopsychosisreduced,"Your psi abilities cost health instead of psi points, but their cost is reduced by {0}%.",
psionicacceleration,Psi regeneration increased by {0}%.,
blackoilslow,Movement speed reduced by {0}%.,
webslow,Movement speed reduced by {0}%.,
heavyintoxication,This is what happens when you get wasted with Dude. All your base attributes have been reduced by {0}. Cheers!,
sorehands,Your hands are sore. Your dexterity has been reduced by {0}.,
intelligenceboost,Intelligence increased by {0}.,
initiativeboost,Initiative increased by {0}.,
spearguard,Has a {0}% chance to block up to {1} mechanical damage when holding a spear.,
shatteredwill,"Your drive to continue on is rapidly deteriorating. All base abilities reduced by {0}, all skills reduced by {1}, movement and action points reduced by {2}.",
carvedup,Action points reduced by {0} and the chance to get critically hit by weapon and unarmed attacks increased by {1}%.,
chemicaldestabilization,The character takes additional {0}% {1} damage from all sources.,
chemicaldestabilizationprovider,Your successful chemical pistol attacks increase the amount of damage taken from the pistol's damage type by {0}% from all sources for {1}. Stacks {2} times.,
leperpoison|statuseffects.k,"This character is afflicted by leper poison, suffering {0} bio damage every turn and receiving {1}% more mechanical damage from all sources.",
leperpoison|throwingknives.k,If target takes damage it is also afflicted with leper poison that deals {0} damage each turn for up to {1} and increases all mechanical damage taken by {2}%. Stacks {3} times.,
submerged,"This character is submerged in water. Evasion is increased by {0}, dodge increased by {1} and all damage resistances are increased by {2}%.",
heartbreakpoison|statuseffects.k,"This character is afflicted by heartbreak poison, suffering {0} bio damage every turn. If the poison is not removed, it will deal additional {1} bio damage on expiration.",
heartbreakpoison|throwingknives.k,If target takes damage it is also afflicted with heartbreak poison that deals {0} damage each turn for up to {1}. Stacks {2} times. If this poison is allowed the expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.,
rusting,Reduces durability of all mechanical items in your posession by {0} each turn.,
positivevoidaffliction,Positively affected by the outcome of the previous battle.,
negativevoidaffliction,Negatively affected by the outcome of the previous battle.,
playervoidapparition,"Your mind is detached from your body, and out here it's also your only tool available.",
restlessspirits,Dexterity and perception reduced by {0}.,
darkpresence,There is something unwholesome lingering in the back of your mind. Will reduced by {0} and resolve reduced by {1}%.,
striderparasiticinfestation_base,This character has been infested!,
striderparasiticinfestation_phase1,They take {4} bio damage per turn.,
striderparasiticinfestation_phase2,Healing reduced by {0}%.,
striderparasiticinfestation_phase3,Psi regeneration reduced by {1}.,
striderparasiticinfestation_phase4,Movement points reduced by {2}.,
striderparasiticinfestation_phase5,Action points reduced by {3}. The infested wound hurts abominably.,
swamptrance,This character has perception increased by {0} and regenerates {1} health points each turn. Also makes the character glow.,
polarized,Energy damage resistance and threshold reduced by {0}% and electrical ones reduced by {1}%. Chance to get critically hit by weapons increased by {2}%.,
hyperallergenic,Consuming any type of medicine will inflict {0} unavoidable bio damage to this character and daze them for {1}.,
hyperallergenicitemeffect_cap,Applies hyperallergenic to a suitable melee weapon that will inflict up to {0} unavoidable bio damage to the victim and daze them for {1} if they consume any type of medicine while under its effect. Lasts {2}.,
hyperallergenicitemeffect_applied,"If the attack penetrates the armor, hyperallergenic is applied and it will inflict up to {0} unavoidable bio damage to the victim and daze them for {1} if they consume any type of medicine while under its effect. Lasts {2}.",
battletrance,All offensive and psionic skills increased by {0}%.,
smoking,"Increases psi regeneration by {0}, but reduces constitution by {1}.",
cerebralacidization,This creature suffers {0} acid damage every turn.,
voidrot,This character suffers {0} energy damage every turn.,
boardedup,Increases the amount blocked by a riot shield by {0}%.,
shellcount,Next shotgun shot will deal {0}% bonus damage.,
scrambledcortex,This machine is confused and may attack anyone or retreat at random.,
electrictorchaura|statuseffects.k,Drains {0} energy every turn and provides light in radius of {1}.,
electrictorchaura|utilities.k,When activated it will immediately drain {0} energy and additional {1} every turn to provide light in radius of {2}.,
playermutantfireclaw,"Flames engulf your left claw, causing it to deal additional 10-15 heat damage with each melee attack.",
playermutantfrostclaw,"Dipping your right claw into a liquid nitrogen freezer has encased it in solid ice, causing it do deal additional 20-35 cold damage with each melee attack, chilling the target in process.",
playermutantrustingacidinfusion,"Consuming a mysterious concoction has altered your acidic glands, causing your Acid Spray to inflict rusting acid upon use.",
cutscenedamageresistance,You shouldn't be seeing this. Look at something else.,
campfire,"The fire warms you up and relaxes you. Movement points are increased by {0}, movement speed by {1}%.",
frigidenvironment,"It's freezing in here. Your cold resistance and threshold is reduced by {0}%, and all cold damage taken is increased by {1}%.",
psychokineticchainlink,"This character is linked into a psychokinetic chain so {0}% of all direct mechanical and electrical damage taken will be transferred to the next link in the chain, up to maximum of {1} damage per single transfer.",
psychosomaticpredator,"This character is on the hunt for a specific prey, dealing bonus damage to them with weapon and unarmed attacks. The same damage is reduced by overall {0}% against other targts.",
psychosomaticprey,"This character is being hunted and will receive {0}% bonus damage from its hunter's weapon and unarmed attacks. This damage is doubled if the attack is melee, and again doubled while this character is frightened.",
psionictransceiver,Psionic skills increased by {0} due to presence of other psionics.,
freezingmemories,Will increased by {2}. All cold damage taken reduced by {0}% and all mechanical damage taken reduced by {1}%. The character is immune to any further chilling or freezing effects.,
motionwithdrawal,"This cat is suffering from severe motion deficiency, which means that intelligence and perception are reduced by {0}, maximum psi points are reduced by {1} and psi regeneration is reduced by {2}. Also, resolve is reduced by {3}%.",
mindfog,Intelligence reduced by {0} and psi cost increased by {1}%.,
toxicgashealingforenergymicrofeat,Restores {0}-{1} health each turn while standing inside a toxic gas cloud at the cost of up to {2} energy. The healing amount depends on the thickness of the cloud and the energy cost depends on the healing amount. Cannot heal above {3}% of the maximum health. Does not work while frozen or chilled.,
headtrap,Suffering {0} damage every turn. Perception reduced by {1}.,
scancalloverload,"Scan time increased by {0}%, which makes the camera slower to find and report intruders.",
sweepingmomentum,Sweep attack deals {0}% bonus damage.,
burstwindup,Burst attack with this weapon will fire {0} extra round{1} while costing {2} less action point{3}.,
demolitionrage,This character does {0}% bonus damage when using grenade launchers.,
jumpstarterboost|statuseffects.k,Grants {0} extra burst rounds to {1}.,
jumpstarterboost|utilities.k,Grants {0} extra burst rounds to this weapon for {1}.,
coldlaserinterception,"This tactical support bot is equipped with an active area protection system that intercepts and rapidly cools grenades, effectively neutralizing them.",
designatorlaser,"This tactical support bot is equipped with a computerized laser designator that feeds its allies targetting information, thereby improving their precision and effectiveness.",
laserdesignatedtarget,Chance to get critically hit with weapons increased by {0}.,
sensorimotortransference,"Combatant's performance is influenced by external sources. All offensive skills increased by {0}, action point cost of all weapon attacks reduced by {1} and all damage taken reduced by {2}.",
sensorimotortransferencedisruption,Reduces the number of Sensorimotor Command stacks by {0}.,
sensorimotoramplifier,Reinforces and contributes to received sensorimotor information.,
wildpsionicinnervation|statuseffects.k,"Skill level increased by {0}, critical chance increased by {1} and critical damage by {2}, while psi point cost is reduced by {3} for {4} psi abilities. All other non-boosted psi school have their psi point cost increased by {5}.",
wildpsionicinnervation|utilities.k,"Increases skill by {0}, critical chance by {1} and critical damage bonus by {2}, while reducing psi point cost by {3} for either Psychokinesis or Metathermics randomly. All other non-boosted psi school have their psi point cost increased by {4}. Lasts {5} turns. Consumes {6} energy.",
parafibroticregeneration,Heals {0} health per turn and mechanical and heat damage taken reduced by {1}.,
demoralized,Offensive skills reduced by {0}.,
shellshocked,Offensive and defensive skills reduced by {0}.,
shockshuriken,"Throw the shuriken dealing {0} damage (incurring {3}% of target's mechanical resistance and threshold) and {1} damage if it hits the target. If any electrical damage is dealt, there's a {4}% chance to stun or short-circuit the target for one turn. When throwing while in melee range of an enemy, you suffer {2}% hit chance penalty.",
fragmine,"Place a fragmentation mine on targeted spot. When triggered everyone caught in the blast suffer {0} damage as well as damage from {1}-{2} shrapnel, each shrapnel dealing {3} damage. Targets closer to detonation have greater chance of receiving shrapnel.",
hemine,Place a high explosive mine on targeted spot. When triggered everyone caught in the blast suffer {0} damage and {1} damage. Ignores {2}% of damage resistance and threshold.,
acidblob,"Place a special chemical trap that will entangle the target in acidic sludge when triggered, doing {0} damage over {1} and preventing them from moving.",
corrosiveacidblob,"Place a special chemical trap that will entangle the target in acidic sludge when triggered, doing {0} damage over {1} and preventing them from moving. Each turn the target is entangled, it will also apply {2} stacks of Corroded debuff which reduces all damage resistances and thresholds by {3}% per stack for {4}. Stacks up to {5} times.",
rustingacidblob,"Place a special chemical trap that will entangle the target in acidic sludge when triggered, doing {0} damage over {1} and preventing them from moving. Damage is increased by {2}% damage against machines. Each turn the target is entangled, it will also apply {3} stacks of Rusting debuff which reduces durability of all mechanical items in target's posession by {4} per stack each turn for {5}. Stacks up to {6} times.",
cryoliquidblob,Place a special chemical trap that deals {0} damage when triggered and freezes the target for up to {1}.,
incendiaryblob,"Place a special chemical trap that sets the target on fire, dealing up to {0} damage over up to {1}.",
hoppertrap,"Place a mechanical trap that deals no damage, but can trap small low strength animals for up to {0}.",
poisonedbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with {5} that deals {6} damage per stack every turn for up to {7} turns.",
poisonedbeartrapstacked,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with {4} stacks of {5} that deals {6} damage per stack every turn for up to {7} turns.",
caveearpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with cave ear poison that increases all biological damage taken by {4}% and reduces perception by {5}. Lasts up to {6}.",
crawlerpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with crawler poison that deals {4} damage per turn each turn for {5}. If the poison is not removed before it expires it will stun the victim for {6}.",
blackdragonpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with black dragon poison poison that causes psionic inhibition, which prevents the victim from invoking psi abilities and regenerating psi points. Lasts {4}.",
spiritpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with spirit poison that deals {4} damage per turn each turn for {5} and reduces resolve by {6}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's humanoid.",
blindingpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with {4} stacks of blinding poison that deals {5} damage per stack every turn for up to {6} and reduces perception by {7}. Stacks {8} times.",
leperpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with {4} stacks of leper poison that deals {5} damage per stack every turn for up to {6} and increases all mechanical damage taken by {7}%. Stacks {8} times.",
heartbreakpoisonbeartrap,"Place a mechanical bear trap that deals {0} damage instantly, applies a bleeding wound that deals additional {1}% of the initial damage over {2} and roots the victim in place for {3}.\nWhen triggered this trap also afflicts the target with {4} stacks of heartbreak poison that deals {5} damage per stack every turn for up to {6}. Stacks {7} times. If this poison is allowed the expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.",
disembark,Disembark the vessel to the targeted place on the shore.,
durability,"Shows current and maximum durability points of the vehicle. When the current durability points reach zero, the vehicle is destroyed and the driver dies. Many vehicle parts, items in the trunk and the driver itself are likely to be completely destroyed when this happens.",
energy,Shows current stored energy and the maximum battery capacity. When the vehicle runs out of energy it will engage the auxiliary power and move extremely slowly.,
enginepower,"Engine power determines how fast the vehicle will move under certain weight. The number represents the maximum total weight (including the vehicle parts, items in the trunk and the driver) the vehicle can take on and move at the nominal speed for the vehicle type.\n\nHaving excess or deficit of power will modify the vehicle speed accordingly.",
consumption,Some engines are more efficient than others. The number represents the effective engine power when it comes to determining the energy consumption.,
energypertile,The amount of energy the vehicle consumes when it moves the distance of one kilometer. Some engines are more efficient than others.,
weight,"Vehicle weight is the total weight of the vehicle chasis plus the vehicle parts installed. Total weight is vehicle weight plus the weight of items stored in the trunk, plus the weight of the driver if they are currently mounting the vehicle.",
basespeed,"This is the base speed for the vehicle type (e.g. standing jetski). This speed is further modified by engine power, loaded weight and the chassis aero/hydo-dynamicity.",
speedmodifier,This is the speed modifier of the current vehicle chassis. Some models are more aero/hydro-dynamic than others.\n\nPositive speed modifiers are only applied if the vehicle is not out of energy and is not carrying more weight than it can normaly support with its engine.,
unmannedspeed,This is the current theoretical unmanned vehicle speed and evasion modifier (which is dependent of the vehicle's speed and maneuverability).,
mannedspeed,This is the current actual vehicle speed and evasion modifier (which is dependent of the vehicle's speed and maneuverability).,
stability,"Stability indicates how stable and easy to do combat from the vehicle is, influencing both ranged and melee (though to a lesser degree), as well as throwing, precision. Precision of melee attacks is further modified by the vehicle's maneuverability, and precision of short range melee weapons (knives and fist weapons), as well as unarmed attacks, is further reduced by additional 10%.",
meleedamagebonus,Bonus to melee damage when attacking from this vehicle due to vehicle speed.,
cover,The chance that the incoming attack will hit the vehicle instead of the driver.\n\nIn case of an area of effect attack it represents the amount of damage that the vehicle will bear in driver's stead.,
uncontrolled,- Setting traps or planting explosives near other characters might provoke them\n- Setting traps or planting explosives out of sight cannot be traced to you,
partiallycontrolled,- Setting traps or planting explosives near other characters might provoke them\n- If members of certain factions take damage from your traps or explosives they will automatically track it back to you and will turn hostile,
controlled,- Setting traps or planting explosives near other characters might provoke them\n- If members of certain factions take damage from your traps or explosives they will automatically track it back to you and will turn hostile\n- If members of certain factions discover traps or explosives planted by you they will automatically track it back to you and will turn hostile,
camerafootage,"If you are spotted by the cameras in this zone, you might later trigger hostilities from certain factions if the footage is not promptly erased.",
leavenowitnesses,"If you trigger hostilities with characters in this zone and leave the zone before disposing of the witnesses, the hostilities may propagate to the entire faction and even allied factions.",
savingdisabled,You cannot save the game while in this zone.,
reloadcurrentweapon,Reload the current weapon with {0}s.,
reloadweapon,Reload a weapon with {0}s.,
loadone,Loads a single {0} into a weapon. Can only be performed out of combat.,
loadonecurrent,Loads a single {0} into the current weapon. Can only be performed out of combat.,
unloadweapon,Unload all the ammo from the weapon.,
caliber_5_w2c,Ignores 30% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
