Variable,Original,Translation
morphineShot,Morphine Shot,
Meds.5,Morphine is a potent opiate analgesic drug that is used to relieve severe pain.,
Meds.25,"The swirling haze of the psychodelic fumes draws your gaze in, enticing you to drag from the pipe and go beyond the normal human experience, but at what cost...",
Nervosomnifer,"A special experimental morphine cocktail that's more efficient than the regular shot. Side effects, if any, are unknown.",
psiBooster,Psi Booster,
Items.PsiBoosterBlue,Contains moderate amounts of saturated psycho-catalysts and glucose as to increase psionic recovery rate. Has no withdrawal effects.,
psiInhalant,Desaturated Psionic Inhalant,
Meds.24,It's a one-time use inhaler containing a moderate dose of desaturated psionic inhalant. This is the most common way of restoring one's psionic reserves.,
psiReinvigorator,Psi Reinvigorator,
Meds.9,Excellent at combating psi inhibiting conditions and disorders.,
psychoNeuralReconstructiveAgent,Psycho-neural Reconstructive Agent,
Meds.36,"An extremely rare and hard to come by pill that should help with the consequences of unrestrained psionic training, supposedly through the use of nanomachinery.",
regenerativeMixture,Regenerative Mixture,
Items.RegenerativeMixture,When ingested catalyzes limited non-necrotic regeneration.,
med.superHealthHypo,Super Health Hypo,
SuperHealthHypo,The most powerful of healing concoctions.,
med.superHealthHypoEnriched,Enriched Super Health Hypo,
Meds.42,The most powerful of healing concoctions. Enriched with an unstable regenerative agent that can sometimes trigger to accelerate the regenerative process.,
supersoldierDrug,Supersoldier Drug,
Items.SupersoldierDrug,Harder better faster...,
theJuice,The Juice,
Food.21,"The mystical ""Juice"". This psi-alcoholic cocktail is supposed to grant you second sight.",
Meds.2,Puts the consumer in a state of psionic super-emission.,
Food.Absence,Made from non-toxic parts of red dream mushrooms and is said to cause hallucinations. Should be lit on fire before consumption.,
Food.AllIn,Tastes like determination and commitment. Adrenal gland droplets were used in the making of this drink.,
cocktail.bloodyOligarch,Bloody Oligarch,
Food.BloodyOligarch,"Essentially a cold soup in a salt- and lake poppy seeds-rimmed glass, sometimes garnished with root slices. Made from actual animal blood, usually pig's.",
Food.26,"High alcohol content. Inflates the liver, shrinks the brain.",
cocktail.caveTear,Cave Tear,
Food.25,A foamy mushroom brew with a pronounced cave ear aroma.,
cocktail.cleanDeal,Clean Deal,
Food.CleanDeal,"Smoked mindshrooms can do wonders. Grinded down and mixed up with other various liquids, this drink relaxes the mind of the consumer. ",
cocktail.iceOfSpades,Ice of Spades,
Food.IceofSpades,"A drink made for the cold-blooded. Once consumed, one can feel the cold liquid running through their veins.",
Food.Jetdrag,Blue Eel blood mixed with cooked seaweed. Fishermen's favorite.,
Food.Laylow,Dusted crawler sting sprinkled over lukewarm water. Makes you very sneaky and dangerous.,
cocktail.mindshroomMartini,Mindshroom Martini,
Food.Outwork,"After all the fun and games, hard work awaits everyone. Served in a handy flask, this drink will provide great company during hard times.",
Food.Scrapperac,"Made by first rinsing a chilled copper mug with red dream mushroom juice, then muddling sugar, water and bitters, before finally adding a mixture of spirits and ice.",
Food.Slackjaw,"A sickeningly pungent cocktail that causes notable but temporary disruption of higher mental functions, for better or for worse.",
Food.Slampipe,Anglerfish eye juice mixed with minihead's blood. Add those to boiling water for a while and you have yourself some serious punch.,
cocktail.sleightOfTheNight,Sleight of the Night,
Food.SleightOfTheNight,"Some say this drink is made using purified crawler poison. Either way, one would feel more sneaky under its influence.",
Food.24,"A pale brew made at Ib's Homestead. Subtle and light, with a drop of sweetness.",
cocktail.whiteDude,White Dude,
Food.WhiteDude,"Ostensibly created by an unknown Drag 'n' Drop patron who, after becoming tired of waiting for his drink, mixed together rectified alcohol, coffee, cream, and ice.",
food.bisonMilk,Bison Milk,
xpbl_Food.10,A waterskin filled with rich bison milk.,
food.butterySteamedClams,Buttery Steamed Clams,
xpbl_Food.6,Steamed clams covered in spices and butter of unknown origin. Looks deliciously slimy.,
food.cannedCzernina,Canned Czernina,
Food.CannedCzernina,"The label reads: ""Osch jesch mesnavo nyamasoschno u zgloznpava konzerva.""",
Food.Coffee,Made from real coffee beans.,
food.crabSandwich,Crab Sandwich,
Food.CrabSandwich,Grilled crab meat with orange mushrooms between two slices of rootbread. ,
Food.Kzozel,"A carbonated, dark-colored alcoholic drink. The label depicts a strange horned animal.",
food.kzozelYantar,Kzozel Yantar,
Food.KzozelYantar,"A carbonated, amber-colored alcoholic drink. The label depicts a strange horned animal.",
food.mutieStew,Mutie Stew,
Food.MutieStew,"Not actually made from muties, but looks unappetizing nonetheless.",
food.seaSerpentFillet,Sea Serpent Fillet,
Food.SeaSerpentFillet,Highly nutritious but pretty sinewy. Has a strong fishy smell.,
bioluminousSwampHoney|bioluminousswamphoney.item,Bioluminous Marsh Honey,
bioluminousSwampHoney|bioluminousswamphoney.item,A glowing pink clay-like nugget drenched in a honey-like substance. Looks weirdly delicious.,
coagulationShot,Coagulation Shot,
Items.CoagulationShot,Used to quickly stop heavy bleeding.,
med.healingSalve,Healing Salve,
xpbl_Meds.2,This appears to be a shell filled with some sort of a balm. Smells nice.,
Hypercerebrix,A pill that temporary increases your cerebral capabilities with no known side effects.,
psionicAccelerator,Psionic Accelerator,
Items.PsionicAccelerator,When consumed accelerates short-term psionic regeneration.,
spiritPotion,Spirit Potion,
xpbl_Meds.0,Vile purple-red acridly smelling mixture inside a human skull.,
thirdEye,Third Eye,
Meds.35,Stimulates the mind and improves attention to visual detail.,
Items.Twitch,Improves twitch reflexes.,
med.vitalityPowder,Vitality Powder,
xpbl_Meds.1,Fine green powder inside a horn.,
med.parafibroticRegenerationCatalyst,Parafibrotic Regeneration Catalyst,
Components.ParafibroticRegenerationCatalystAmpule,A special ampule of parafibriotic regeneration catalyst to be used with the technomedic exoskeleton's integrated injector.,
blindingPoisonCaltrops,Blinding Poison Caltrops,
Devices.64,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with blinding poison.,
nightVisionSpyingEndoscope,Night Vision Spying Endoscope,
Devices.47,A rare spying device. It can be used to spy under most standard doors. It comes equipped with a night vision module.,
psiBeetleBrainInJar,Psi Beetle Brain in a Jar,
Items.PsiBeetleBrainInAJar,A psi beetle brain suspended in liquid and connected to some sort of electronic device.,
spyingEndoscope,Spying Endoscope,
Devices.46,A rare spying device. It can be used to spy under most standard doors.,
stoneBolas,Stone Bolas,
xpbl_Weapons.207,Three heavy stones tied with twisted sinew. A skillful thrower can use them to immobilize their quarry.,
Battery.FusionCell,Fusion Cell,
Devices.31,This primary battery facilitates extremely small scale nuclear fusion in order to produce a single high energy discharge.,
Battery.GreaterFusionCell,Greater Fusion Cell,
Devices.33,This nuclear fusion battery houses a much bigger core than a regular fusion cell. Typically only used to charge vehicles and large machinery.,
Battery.PlasmaCell,Plasma Cell,
Devices.32,This advanced energy cell stores a small amount of superheated gas which can be harvested at any time to produce vast amounts of electrical energy.,
Battery.ScLiCell,Supercharged Lithium Cell,
Devices.30,"The pinnacle of lithium energy storage technology. This cell discharges energy many orders of magnitude faster than a conventional lithium-ion battery, but cannot be recharged.",
tntCharge,TNT Charge,
Explosives.10,Timer triggered TNT charges are often used to clear up passages and bust open sealed doors of abandoned (or not so abandoned) stations to make way for scavengers.,
capacitativeSheet,Contact-Activated Capacitative Sheet,
ContactActiveCapacitativeSheet,"A handmade thin layer of contact reactive capacitors. Upon touch, the batteries discharge all of their stored energy on to the surface.",
firecrackerCap,Firecracker Cap,
FirecrackerCap,A medium-sized explosive charge that can easily be activated on impact. Its shape allows it to be fitted on sledgehammer heads and other larger blunt weapons.,
protectorateFirearmOmnilube,Protectorate Firearm Omnilube,
Devices.19,This is widely recognized as one of the best firearm lubricants and will significantly improve your weapon's performance. Highly toxic - do not ingest.,
sharpeningStone,Sharpening Stone,
SharpeningStone,A good quality industrially produced 3000 grit sharpening stone.,
herbicideGasGrenade,Pesticide Gas Grenade,
Explosives.133,When thrown it slowly releases a gas which is composed of a strong weed-killing herbicide and an even stronger insecticide. Does not leave any toxic residual matter.,
plasmaGrande1,Plasma Grenade,
Explosives.43,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.",
plasmaGrande2,Plasma Grenade Mk II,
Explosives.44,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.",
plasmaGrande3,Plasma Grenade Mk III,
Explosives.45,"This grenade discharges a powerful plasma explosion on impact, dealing heavy damage to nearby targets.",
stingballGrenade,Stingball Grenade,
Explosives.1,A special type of fragmentation grenade filled with hard rubber balls designed to temporarily incapacitate targets by delivering a series of sharp painful stings. Can still be lethal in some cases.,
biologicalWatch,Biological Watch,
Plot.229,"A peculiar ""living"" watch made of - or perhaps grown into - hard mineralized tissue protecting a soft organ with a transparent membrane. There are loose particles suspended in the fluid within, and with each of the organ's heart-like contractions they unite and take shape of the hour and minute hands, before drifting away from each other again.",
luxury.hexagonGem,Hexagon Gem,
Plot.HexagonGem,"A brilliant gem similar to the one found on the Synesthete's headband, only hexagonal in shape.",
InterfaceActorName|hexagongem.item,Hexagon Gem,
InterfaceActorName|microchipencoder.item,Microchip Implant Encoder,
InterfaceActorName|shard.item,The Shard,
InterfaceActorName|therigcommdevice.item,Rig Comm,
InterfaceActorName|gunslingersenergypistolinactive.item,The Stunner,
InterfaceActorName|rustmakerknife.item,Rust Maker,
luxury.mushroomWreath,Mushroom Wreath,
Plants.13,"A beautiful, intricate wreath made from various mushrooms. Supposed to symbolize prosperity, fertility and life.",
Untwining,Untwine to obtain mushrooms.,
luxury.pentagonGem,Pentagon Gem,
Plot.PentagonGem,A brilliant pentagonal gem removed from the Synesthete's headband.,
xpbl_Components.68,This beautiful natural pearl is quite a find. Perhaps one of the wealthier merchants could be interested in it.,
ludenlofCoinPouch,Ludenlof Coin pouch,
Plot.LudenlofCoinPouch,"A luxurious coin pouch stamped with the name ""Ludenlof"". Its drawstring is made from a high-quality super steel fiber. As it's partially sown into the pouch, it can only be removed at the expense of ruining the pouch.",
Removing drawstring,Remove drawstring. Ruins the pouch.,
crystalPlaque,Crystal Plaque,
Plot.231,"An opulent crystal plaque dedicated to Intercorporate Resources Manager Lysander Abanez for being the principal patron of the Pasithee Program. It's still in its original packaging and, by all appearances, it was never delivered.",
stoppedHourglass,Stopped Hourglass,
Plot.230,"A brass hourglass with a stylized ""BI-MED"" logo printed on the base. The bottom bulb is nearly full, yet the small amount of teal-colored particles in the upper one appears to be suspended in place as well as in time.",
Oddity.AegisIncorporatedBadge|aegisincorporatedbadge.item,Aegis Incorporated Badge,
Oddity.AegisIncorporatedBadge|aegisincorporatedbadge.item,"A badge, typically worn on the chest or the cap by the members of Aegis Incorporated.",
Oddity.AnchorPendant|anchorpendant.item,Anchor Pendant,
Oddity.AnchorPendant|anchorpendant.item,"A metal pendant with a shape of an anchor, featuring a human skull and bones in the middle. Feels way too heavy for its small size.",
Oddity.AtlanteanHealthReport|atlanteanhealthreport.item,Atlantean Health Report,
Oddity.AtlanteanHealthReport|atlanteanhealthreport.item,"A detailed health report on the Subislander population transferred from Atlantis to Lemuria. It clearly promotes their suitability for life in compact, isolated environments like Abyssal Station Zero.",
Oddity.BoatInBottle|boatinbottle.item,Boat in Bottle,
Oddity.BoatInBottle|boatinbottle.item,"Was the boat built inside it, or was the bottle fashioned around it?",
Oddity.BoneDice|bonedice.item,Knucklebone Dice,
Oddity.BoneDice|bonedice.item,"Set of dice made from, what seem to be, cut and sharpened human hand bones.",
Oddity.BrokenGrabberModule|brokengrabbermodule.item,Broken Grabber Module,
Oddity.BrokenGrabberModule|brokengrabbermodule.item,"An industrial exoskeleton module, intended for heavy lifting. It shows the usual signs of wear and tear, but oddly enough it doesn't appear to have seen that much use before it buckled and broke off at the base, right where the module connects to the exoskeleton. Rather useless now.",
Oddity.BrokenHighTechWatch|brokenhightechwatch.item,Broken High-tech Watch,
Oddity.BrokenHighTechWatch|brokenhightechwatch.item,It's either not intended for human use or it's been hit with one EMP too many because the display just cycles through seemingly random gibberish.,
Oddity.BrokenMotionPictureFrame|brokenmotionpictureframe.item,Broken Motion Picture Frame,
Oddity.BrokenMotionPictureFrame|brokenmotionpictureframe.item,"A small, hand-sized animated picture frame. It is heavily damaged, with one side being completely dark and the other notably distorted and its animation frozen, all of which gives the people still depicted an unnerving appearance as they stare at the missing half.",
Oddity.BrokenProstheticLeg|brokenprostheticleg.item,Broken Prosthetic Leg,
Oddity.BrokenProstheticLeg|brokenprostheticleg.item,"Some manner of primitive prosthetic device. It appears to be broken, though.",
Oddity.CapacitiveDeionizator|capacitivedeionizator.item,Capacitive Deionizator,
Oddity.CapacitiveDeionizator|capacitivedeionizator.item,"It was once used to purify and desalinate water, it seems, but it no longer works.",
Oddity.ChewedUpPillBottle|cheweduppillbottle.item,Chewed-up Pill Bottle,
Oddity.ChewedUpPillBottle|cheweduppillbottle.item,"An empty bottle of septohydroxydiminostatin, a potent antidepressant. Someone was in a hurry to get those pills.",
Oddity.ChildsDrawing|childsdrawing.item,Child's Drawing,
Oddity.ChildsDrawing|childsdrawing.item,"It's a piece of e-paper containing a shaky drawing of Lemuria. Buildings, people, Servants, horned animals, crimson meadows - it's all there underneath a towering blue light.",
Oddity.ClawedUpCanOpener|clawedupcanopener.item,Clawed-up Can Opener,
Oddity.ClawedUpCanOpener|clawedupcanopener.item,There are claw marks on the handle.,
Oddity.CoiledAntenna|coiledantenna.item,Coiled Antenna,
Oddity.CoiledAntenna|coiledantenna.item,You wonder if this is some sort of adaptation that enables the psi crab to better conduct the electricity.,
Oddity.ConeSnailPen|conesnailpen.item,Cone Snail Pen,
Oddity.ConeSnailPen|conesnailpen.item,A pen made in the shape of a cone snail.,
Oddity.ContingencyPlanZ|contingencyplanz.item,Contingency Plan Z,
Oddity.ContingencyPlanZ|contingencyplanz.item,"We'll never know what the plan was, as most of the e-paper is completely ruined.",
Oddity.Cutura,"The calligraphic inscription reads: ""Chto da gu ne otme, brklzno prgdenetno! Ochino, Ochino, da gi preklznaj zvzenetno! Pij - ne staj. Pij - uschiklaj!""",
Oddity.DeepSeaWaterGlobe|deepseawaterglobe.item,Deep Sea Water Globe,
Oddity.DeepSeaWaterGlobe|deepseawaterglobe.item,"If you look carefully, you can see some sort of underwater base on the bottom.",
Oddity.DefectiveStrongmanArm|defectivestrongmanarm.item,Defective Strongman Arm,
Oddity.DefectiveStrongmanArm|defectivestrongmanarm.item,It's giving you the finger.,
Oddity.Diopside,A dull green pyroxene mineral crystal.,
Oddity.Dreamcatcher,The web captures your good dreams and the hanging fangs inject you with the bad ones.,
Oddity.EmployeeAwardsCollection|employeeawardscollection.item,Employee Awards Collection,
Oddity.EmployeeAwardsCollection|employeeawardscollection.item,A collection of well-preserved medals issued by Biocorp to a single employee by the name of Declan Pip. These awards are:<br><br>- Numerous employee of the year awards<br><br>- Several employee of the decade awards<br><br>- Several length of service awards<br><br>- Resourceful employee award<br><br>- Superb attendance award<br><br>- Beyond the call of duty award<br><br>- Supersteel heart award,
Oddity.EntangledGreenInsect|entangledgreeninsect.item,Entangled Green Insect,
Oddity.EntangledGreenInsect|entangledgreeninsect.item,A small insect entangled in spider web. It's very green.,
Oddity.ExpiredCaffeinatedChocolateBar|expiredcaffeinatedchocolatebar.item,Expired Caffeinated Chocolate Bar,
Oddity.ExpiredCaffeinatedChocolateBar|expiredcaffeinatedchocolatebar.item,"Maybe it's still good. One bite won't kill you, right...?",
Oddity.FlickeringLocustAbdomen|flickeringlocustabdomen.item,Flickering Locust Abdomen,
Oddity.FlickeringLocustAbdomen|flickeringlocustabdomen.item,This locust had a malfunctioning backside.,
Oddity.ForkedRock|forkedrock.item,Forked Rock,
Oddity.ForkedRock|forkedrock.item,A rock sharpened into the shape of a fork.,
Oddity.FoulMouthWash|foulmouthwash.item,Foul Mouth Wash,
Oddity.FoulMouthWash|foulmouthwash.item,There's only a couple of creatures in this world that could use this to actually improve their breath.,
Oddity.FrowningMushroom|frowningmushroom.item,Frowning Mushroom,
Oddity.FrowningMushroom|frowningmushroom.item,It is not pleased!,
Oddity.GardenOfEvanCreationKitManual|gardenofevancreationkitmanual.item,Garden of Evan Creation Kit Manual,
Oddity.GardenOfEvanCreationKitManual|gardenofevancreationkitmanual.item,Guide to Dr. Evan's ultimate gardening kit. Anyone can create more aesthetically pleasing living environment with a couple of glowing flowers and some vibrant mushrooms.,
Oddity.GlassFloat|glassfloat.item,Glass Float,
Oddity.GlassFloat|glassfloat.item,A small sphere of colored glass tied with rope.,
Oddity.GlowyLarva|glowylarva.item,Glowy Larva,
Oddity.GlowyLarva|glowylarva.item,It must have eaten too much marsh honey.,
Oddity.GreyWhiskers|greywhiskers.item,Grey Whiskers,
Oddity.GreyWhiskers|greywhiskers.item,This crab was an elderly gentleman.,
Oddity.HeartbreakerMustachio|heartbreakermustachio.item,Heartbreaker Mustachio,
Oddity.HeartbreakerMustachio|heartbreakermustachio.item,It's for the ladies.,
Oddity.HollowBisonHorn|hollowbisonhorn.item,Hollow Bison Horn,
Oddity.HollowBisonHorn|hollowbisonhorn.item,It could be used as either an instrument or a drinking horn.,
Oddity.HolographicFireProjector|holographicfireprojector.item,Holographic Fire Projector,
Oddity.HolographicFireProjector|holographicfireprojector.item,"When connected to a power source, projects an animated ball of blue flame.",
Oddity.Ikebana,A beautiful arrangement of flowers and mushrooms.,
Oddity.LargeJarOfSalt|largejarofsalt.item,Large Jar of Salt,
Oddity.LargeJarOfSalt|largejarofsalt.item,Looks like salt but smells funny. The jar is marked with a circle with a single horizontal line in the middle. You probably shouldn't use this for cooking.,
Oddity.LargeSnakemanScale|largesnakemanscale.item,Large Snakeman Scale,
Oddity.LargeSnakemanScale|largesnakemanscale.item,A large scale from a mutated native of the Black Sea.,
Oddity.LemCoCargoManifest|lemcocargomanifest.item,LEMCO Cargo Manifest,
Oddity.LemCoCargoManifest|lemcocargomanifest.item,This transport was carrying a whole bunch of Servant parts.,
Oddity.LemurianIntelligencerArticle|lemurianintelligencerarticle.item,Lemurian Intelligencer Article,
Oddity.LemurianIntelligencerArticle|lemurianintelligencerarticle.item,"A scientific article from a magazine called Lemurian Intelligencer. The electronic paper its written on is badly damaged, making most of the text illegible.",
Oddity.LemurianNotesheet|lemuriannotesheet.item,Lemurian Note Sheet,
Oddity.LemurianNotesheet|lemuriannotesheet.item,Note sheet for the infamous 3rd movement of Reiluch's Infinite Descent.,
Oddity.LemurianOfficerChevrons|lemurianofficerchevrons.item,Lemurian Officer Chevrons,
Oddity.LemurianOfficerChevrons|lemurianofficerchevrons.item,The eye-catching insignia of the Lemurian security captains.,
Oddity.LemurianPhilharmonyPamphlet|lemurianphilharmonypamphlet.item,Lemurian Philharmonic Pamphlet,
Oddity.LemurianPhilharmonyPamphlet|lemurianphilharmonypamphlet.item,"Among other things, they were scheduled to perform 1st and 2nd movement of Reiluch's Infinite Descent.",
Oddity.LiquidCrystalSlime|liquidcrystalslime.item,Liquid Crystal Slime,
Oddity.LiquidCrystalSlime|liquidcrystalslime.item,"When motionless the liquid is viscous and sticks to the walls of the container, its sparkling reflections richly-colored. But when shaken the liquid breaks up and turns into matte, dry lumps. It remains so for a few moments, then it resettles and reliquefies.",
Oddity.MalfunctioningEmpathyUnit|malfunctioningempathyunit.item,Malfunctioning Empathy Unit,
Oddity.MalfunctioningEmpathyUnit|malfunctioningempathyunit.item,You can only assume its malfunctioning according to the observed behavior.,
Oddity.MasterworkBoneHairpin|masterworkbonehairpin.item,Masterwork Bone Hairpin,
Oddity.MasterworkBoneHairpin|masterworkbonehairpin.item,This is a bone hairpin. All craftsmanship is of the highest quality. The head of the pin depicts a sea wyrm fighting a spearman.,
Oddity.Medal,"The medal depicts a soldier stabbing through a vaguely humanoid shape with an oversized bayonet. ""Za Ochinu!"" is engraved at the bottom.",
Oddity.MedicinePerscription|medicineperscription.item,Medicine Prescription,
Oddity.MedicinePerscription|medicineperscription.item,A medicine prescription for 250mg of Baherpaire-... Dohek-... Banerralkepvec? You cannot read this.,
Oddity.MEGTracings|megtracings.item,MEG Tracings,
Oddity.MEGTracings|megtracings.item,"Magnetoencephalogram of a certain R. Janssen's brain activity during high frequency (41.5hz) shadow wave exposure, as printed at the bottom. Doesn't look healthy one bit.",
Oddity.MergedSpiderEyes|mergedspidereyes.item,Merged Spider Eyes,
Oddity.MergedSpiderEyes|mergedspidereyes.item,"These two spider eyes have merged, but their nerves have not.",
Oddity.MessageInABottle|messageinabottle.item,Message in a Bottle,
Oddity.MessageInABottle|messageinabottle.item,An old cheesy love letter vomited out by the Black Sea.,
Oddity.Miniboros,A derailed little snake eating its own tail... forever!,
Oddity.MissMaidenToy|missmaidentoy.item,Miss Maiden Toy,
Oddity.MissMaidenToy|missmaidentoy.item,"A little handmaiden doll in a pink dress. It's well hidden, but it does come equipped with a functioning wrist-blade.",
Oddity.MutagenDuds|mutagenduds.item,Mutagen Duds,
Oddity.MutagenDuds|mutagenduds.item,A canister of weaponized mutagen that failed to trigger and has now expired.,
Oddity.MutatedInfantSkull|mutatedinfantskull.item,Mutated Infant Skull,
Oddity.MutatedInfantSkull|mutatedinfantskull.item,At least the poor little thing has been put out of its misery.,
Oddity.MutieFinger|mutiefinger.item,Mutie Finger,
Oddity.MutieFinger|mutiefinger.item,This finger was already stitched multiple times and the nail is nailed.,
Oddity.NaturalMarble|naturalmarble.item,Natural Marble,
Oddity.NaturalMarble|naturalmarble.item,"Very colourful, almost perfectly round pebble. It was very warm when you found it, and it seems that now that its temperature is dropping the colors are beginning to fade.",
Oddity.NexusGlass|nexusglass.item,Nexus Glass,
Oddity.NexusGlass|nexusglass.item,A broken pair of high-tech glasses. Probably used to assist the scientist and engineers in their day to day task and definitely not to spy on the user.,
Oddity.Olivine,"Nice find, but unfortunately, it's not of gem quality.",
Oddity.OrnateLemurianCutlery|ornatelemuriancutlery.item,Ornate Lemurian Cutlery,
Oddity.OrnateLemurianCutlery|ornatelemuriancutlery.item,Would almost be a shame to use cutlery this fancy on a mere cave hopper steak.,
Oddity.Painting,Nice though amateurish oil on canvas painting.,
Oddity.PiercedHelmet|piercedhelmet.item,Pierced Helmet,
Oddity.PiercedHelmet|piercedhelmet.item,"A bullet seems to have gone straight through this helmet. Unfortunately, the blood suggests that someone was wearing it at the time.",
Oddity.PillowShapedSponge|pillowshapedsponge.item,Pillow-shaped Sponge,
Oddity.PillowShapedSponge|pillowshapedsponge.item,This hermit was living a comfy life before you came along.,
Oddity.PsiDerm,"A medical patch for psi users addicted to abusing their power. It's expired, though.",
Oddity.RedRuneRock|redrunerock.item,Red Rune Rock,
Oddity.RedRuneRock|redrunerock.item,A familiar rune painted red on a flat rock.,
Oddity.RoseNautilus|rosenautilus.item,Rose Nautilus,
Oddity.RoseNautilus|rosenautilus.item,A rare and beautiful shell.,
Oddity.RottenLeperSerpentEgg|rottenleperserpentegg.item,Rotten Leper Serpent Egg,
Oddity.RottenLeperSerpentEgg|rottenleperserpentegg.item,The stench of this thing is all but unbearable.,
Oddity.RubberPolishSpray|rubberpolishspray.item,Rubber Polish Spray,
Oddity.RubberPolishSpray|rubberpolishspray.item,Keeps your diving fins nice and rubbery.,
Oddity.RuneNecklace|runenecklace.item,Rune Necklace,
Oddity.RuneNecklace|runenecklace.item,A string of masterfully carved runestones. Worthy of a king.,
Oddity.RustedClimbingPick|rustedclimbingpick.item,Rusted Climbing Pick,
Oddity.RustedClimbingPick|rustedclimbingpick.item,"Metal parts of the pick are abnormally rusted, while the rubber handle looks to be in decent condition.",
Oddity.RustedSpearhead|rustedspearhead.item,Rusted Spearhead,
Oddity.RustedSpearhead|rustedspearhead.item,You found this spearhead stuck between the scales of a sea wyrm.,
Oddity.ShadowDust|shadowdust.item,Shadow Dust,
Oddity.ShadowDust|shadowdust.item,"Fine pitch-black dust. You scoop up a handful and it feels completely weightless. Actually, somehow your hand feels lighter holding it. In a couple of seconds, the dust fades out of existence, only leaving behind faint shadow on your palm that lingers a few minutes more and then it too is gone.",
Oddity.SignedArenaTicket|signedarenaticket.item,Signed Arena Ticket,
Oddity.SignedArenaTicket|signedarenaticket.item,"A damaged, weathered Arena ticket. You can't quite make out the scribbled name, but you're pretty sure it starts with a C.",
Oddity.SkullShapedMark|skullshapedmark.item,Skull-shaped Mark,
Oddity.SkullShapedMark|skullshapedmark.item,A skull shaped mark on the surface of greater siphoner skin. Surely this is just accidental.,
Oddity.SmoulderingBlindfold|smoulderingblindfold.item,Smoldering Blindfold,
Oddity.SmoulderingBlindfold|smoulderingblindfold.item,"This blindfold is too hot to be worn long, but when you endure to put it on for a moment it turns your sight pitch dark beyond anything a normal cloth could do. Soon the blindfold will burn away.",
Oddity.SnakeFetish|snakefetish.item,Snake Fetish,
Oddity.SnakeFetish|snakefetish.item,Head of a snake mounted on what might be a human bone.,
Oddity.SnakeTeethNecklace|snaketeethnecklace.item,Snake Teeth Necklace,
Oddity.SnakeTeethNecklace|snaketeethnecklace.item,Four hollow snake teeth on a string.,
Oddity.SpiderwebKnitwork|spiderwebknitwork.item,Spiderweb Knitwork,
Oddity.SpiderwebKnitwork|spiderwebknitwork.item,"This spiderweb's design looks eerily deliberate, like it was made merely to decorate some piece of the creature's habitat without any practical purpose.",
Oddity.StriderInAmber|striderinamber.item,Strider in Amber,
Oddity.StriderInAmber|striderinamber.item,One day we'll be able to repopulate the planet with whatever this strider ate.,
Oddity.SuperStrongmanToy|superstrongmantoy.item,Super-Strongman Toy,
Oddity.SuperStrongmanToy|superstrongmantoy.item,Stronger than your average strongman.,
Oddity.TenLeggedSpiderling|tenleggedspiderling.item,Ten-legged Spiderling,
Oddity.TenLeggedSpiderling|tenleggedspiderling.item,Horribly mutated little baby spider.,
Oddity.TinyBisonSkull|tinybisonskull.item,Tiny Bison Skull,
Oddity.TinyBisonSkull|tinybisonskull.item,It's only about five centimeters long.,
Oddity.TriClaw,Fifty percent more pain.,
Oddity.VeryOldCheeseWheel|veryoldcheesewheel.item,Very Old Cheese Wheel,
Oddity.VeryOldCheeseWheel|veryoldcheesewheel.item,It hardened so much that it can probably be used as a railcar wheel now.,
Oddity.WeirdPipeJunction|weirdpipejunction.item,Weird Pipe Junction,
Oddity.WeirdPipeJunction|weirdpipejunction.item,Very rare stickman pipe junction.,
Oddity.WeirdSurgicalClamp|weirdsurgicalclamp.item,Weird Surgical Clamp,
Oddity.WeirdSurgicalClamp|weirdsurgicalclamp.item,Even the tool itself looks confused about its purpose.,
Oddity.WeirdSymbol|weirdsymbol.item,Weird Symbol,
Oddity.WeirdSymbol|weirdsymbol.item,"A weird, but oddly familiar, symbol written in red on a piece of electronic paper.",
Oddity.WhiteLeporousTongue|whiteleporoustongue.item,White Leprous Tongue,
Oddity.WhiteLeporousTongue|whiteleporoustongue.item,"Probably shouldn't be anywhere near this, but what the heck...",
Oddity.BaseDonorsChart|basedonorschart.item,Base Donors Chart,
Oddity.BaseDonorsChart|basedonorschart.item,"This chart contains an overview of the base donors for various subordinate clone series, current and retired. If this is a complete list, it would mean that there were hundreds of soldier and intercessor series genetically engineered for the Pasithee Program alone.",
Oddity.CryonicNanocrystals|cryonicnanocrystals.item,Cryonic Nanocrystals,
Oddity.CryonicNanocrystals|cryonicnanocrystals.item,"This sealed container is filled with nanocrystal particles. According to the label, these are suspended inside a cryopreservation chamber and are targeted by its laser cooling system. When excited by the laser, the nanocrystals emit more energy through fluorescence than they absorb, which effectively cools them. This process draws heat from the surrounding gas and allows for ultraprecise temperature control at low energy costs.",
Oddity.InventoryReport|inventoryreport.item,Inventory Report,
Oddity.InventoryReport|inventoryreport.item,"It's a report for the Transregional Joint Research Compound, detailing resource acquisitions from multiple supercorporations between years 2680 and 2682. Mentioned are Security Agency, Transcendix and Bionic Institute, and almost all of these acquisitions bear the signature of Biocorp's intercorporate resources manager by the name of Lysander Abanez.",
Oddity.LaserDomeFragment|laserdomefragment.item,Laser Dome Fragment,
